,try_n,vulnerability_id,fix_commit_mean_sim,not_fix_commit_mean_sim,num_fix_commit,type
182,1,CVE-2018-1000844,0.3689281080403053,0.08362552480882511,1,spacy
183,1,CVE-2018-1000844,0.7018767356927351,0.21419551791392016,1,fasttext
184,1,CVE-2018-1000850,1.0,0.6579099455044556,1,spacy
185,1,CVE-2018-1000850,1.0,0.6777485082257024,1,fasttext
186,1,CVE-2017-12612,0.7648499001001436,0.24310659176295274,6,spacy
187,1,CVE-2017-12612,0.8083203867135246,0.28214996944887033,6,fasttext
188,1,CVE-2020-9480,0.93520735773608,0.22859275012584504,2,spacy
189,1,CVE-2020-9480,0.8957198151406981,0.2898174690152983,2,fasttext
190,1,CVE-2014-0193,0.8389287183822443,0.3702636497020109,1,spacy
191,1,CVE-2014-0193,0.8389287340834082,0.4037476402161044,1,fasttext
192,1,CVE-2014-3488,1.0,0.3567820226826695,1,spacy
193,1,CVE-2014-3488,0.8773581636248258,0.39696568322556164,1,fasttext
194,1,CVE-2016-4970,1.0,0.5362590550634247,2,spacy
195,1,CVE-2016-4970,1.0,0.5753832270701728,2,fasttext
196,1,CVE-2019-16869,0.8677720753342093,0.34087734731084895,2,spacy
197,1,CVE-2019-16869,0.8677720903080739,0.2547093834122417,2,fasttext
198,1,CVE-2019-20445,0.9966970334740488,0.37608582889907616,1,spacy
199,1,CVE-2019-20445,0.9966970323210128,0.24170143966538865,1,fasttext
200,1,CVE-2019-9512,1.0,0.26387751551602634,1,spacy
201,1,CVE-2019-9512,1.0,0.20789819009127566,1,fasttext
202,1,CVE-2019-9514,1.0,0.3316824601309387,1,spacy
203,1,CVE-2019-9514,1.0,0.24342183483113033,1,fasttext
204,1,CVE-2019-9515,1.0,0.2278058188425444,1,spacy
205,1,CVE-2019-9515,1.0,0.27391418399637757,1,fasttext
206,1,CVE-2019-9518,1.0,0.2795621086134146,1,spacy
207,1,CVE-2019-9518,1.0,0.24044097164952305,1,fasttext
208,1,CVE-2020-11612,1.0,0.39516291285862015,1,spacy
209,1,CVE-2020-11612,1.0,0.33578830618227445,1,fasttext
210,1,CVE-2020-7238,1.0,0.3376511969486735,1,spacy
211,1,CVE-2020-7238,1.0,0.30039801907152885,1,fasttext
212,1,CVE-2017-18349,1.0,0.6916552181238458,1,spacy
213,1,CVE-2017-18349,1.0,0.692255165873054,1,fasttext
214,1,CVE-2017-12610,1.0,0.5381017887725268,3,spacy
215,1,CVE-2017-12610,1.0,0.5077992313437991,3,fasttext
216,1,CVE-2018-17196,1.0,0.5463801521720385,1,spacy
217,1,CVE-2018-17196,1.0,0.5187495991587638,1,fasttext
218,1,CVE-2019-12399,0.9776733927555912,0.6073344276916754,4,spacy
219,1,CVE-2019-12399,0.9776733927428722,0.619465777526299,4,fasttext
220,1,CVE-2018-17297,0.8714687741457899,0.5909160362755077,3,spacy
221,1,CVE-2018-17297,0.875591499123225,0.6655102607483012,3,fasttext
222,1,CVE-2020-13921,1.0,0.30914540097698956,1,spacy
223,1,CVE-2020-13921,1.0000000000000002,0.24876869239532948,1,fasttext
