,cve,project_name,project_url,commit_sha,similarity,match
128,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,cedc28d4ab2a27ba47e15ab2711218d96ec88d2,1.0,True
129,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,745f203e577bacb35b042206db94615141fa5e6,1.0,True
130,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,e3236a9680709de7a95ffbc11b20e1bdc95a860,1.0,True
131,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,11a425d11a329010d0ff8255ecbcd1eb51b642e,1.0,True
132,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,fc4c20fc3469674cb584a4fb98bac7e3c2277c9,1.0,True
133,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,12258c7cff8d32710fbd8b9088a930e3ce27432,1.0,True
134,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,1373e3d8ad60e4da721a292912cb69243bfdf47,1.0,True
135,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,6a4ae6f6eeed1392a4828a5721fa1499f65bdde,1.0,True
136,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,45a1c680c276c4501402f7bc4cebcf85a6fbc7f,1.0,True
137,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,eaa2b8035b584dfcf7c79a33484eb2dffd3fdb1,1.0,True
138,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,65e55097da2bb3f2fbdf9ba1946da25fe58bec9,1.0,True
139,CVE-2018-8009,hadoop,https://github.com/apache/hadoop,bd98d4e77cf9f7b2f4b1afb4d5e5bad0f6b2fde,1.0,True
140,CVE-2018-12541,vert.x,https://github.com/eclipse-vertx/vert.x,269a583330695d1418a4f5578f7169350b2e1332,0.9234914940890768,True
141,CVE-2020-1958,druid,https://github.com/apache/druid,dbaabdd24710fef726c5730c609937706f456a44,0.8197356676742278,True
142,CVE-2018-11248,FileDownloader,https://github.com/lingochamp/FileDownloader,ff240b883490a84744705f9b4165719d7633f902,0.8864644178395089,True
143,CVE-2017-5637,zookeeper,https://github.com/apache/zookeeper,75411ab34a3d53c43c2d508b12314a9788aa417,0.11129041042447962,True
144,CVE-2017-5637,zookeeper,https://github.com/apache/zookeeper,6d9fc04c052adbc79bbbb1c63f3f00c816fb8e5,1.0,True
145,CVE-2018-8012,zookeeper,https://github.com/apache/zookeeper,5a29daedeb5ac7e9e2af87ce1a7bbfad230d5c8,0.5909776130699876,True
146,CVE-2018-8012,zookeeper,https://github.com/apache/zookeeper,75411ab34a3d53c43c2d508b12314a9788aa417,0.5909776130699876,True
147,CVE-2018-8012,zookeeper,https://github.com/apache/zookeeper,8a06bd1ccef382461c7b0a63f2012f4aeac9075,0.5909776130699876,True
148,CVE-2019-0201,zookeeper,https://github.com/apache/zookeeper,17c6b264f4e79ddb6e9d27b968d48456024d18c,0.5308706266229524,True
149,CVE-2019-0201,zookeeper,https://github.com/apache/zookeeper,5ff19e3672987bdde2843a3f031e2bf0010e35f,0.9619573409428683,True
150,CVE-2019-0201,zookeeper,https://github.com/apache/zookeeper,af741cb319d4760cfab1cd3b560635adacd8dec,0.5308706266229524,True
151,CVE-2016-9177,spark,https://github.com/perwendel/spark,efcb46c710e3f56805b9257a63d1306882f4faf9,1.0,True
152,CVE-2018-9159,spark,https://github.com/perwendel/spark,030e9d00125cbd1ad759668f85488aba1019c668,0.5930633643903402,True
153,CVE-2018-9159,spark,https://github.com/perwendel/spark,db45b5640ab577057e630b1c14bd537517aa5a29,0.8838525513533312,True
